m2_supply,high_DAI,vol_7d_DAI,eth_minted_DAI,market_cap_DAI,vol_30d_DAI,usdt_usdc_mcap_ratio,ma30_DAI,vol_7d_DAI_lag3,credit_spread,close_DAI,ma7_DAI,vol_share_USDT,vol_7d_DAI_lag7,usdt_dai_spread,fed_balance_sheet,open_DAI,lower_shadow_DAI,us_10y_yield_lag1,vol_ma7_DAI,low_DAI,gt_stablecoin,vix,vol_share_USDC,return_7d_DAI,ma7_dev_DAI,vol_share_DAI,btc_dominance,lending_tvl_total_lag7,ma30_dev_DAI,return_3d_DAI,return_1d_DAI_lag7,turnover_rate_DAI,yield_spread_2s10s,gt_fear_total_lag3,return_1d_DAI,usdt_usdc_spread,dai_eth_return_corr_30d,dxy_change_7d,lending_tvl_change_7d,eth_fees_ratio,gas_price_gwei_lag3,tvl_morpho,dxy,eth_vol_7d,tvl_aave_change_1d,gt_fear_ma7,supply_change_DAI_lag7,btc_dom_change,gt_depeg,mcap_change_1d_DAI,mcap_change_7d_DAI,tvl_compound_finance,gas_price_gwei,credit_spread_change_7d,btc_vol_7d,rsi_14_DAI,return_1d_DAI_lag1,gas_price_change_1d,eth_fees_ma7
9.648659816955295,1.0239170826,0.0023045124778114,18.277215718620972,0.0,,10.368260247375568,,0.0054008443292034,2.01,0.9957192129,1.0014404659142857,0.9800312652685425,0.0060723040212038,0.0039369799999999,15.244828727831434,1.0029750737,0.0301301439314629,1.8179999589920044,18.15593847569519,0.9657180497,20,12.420000076293944,0.0098593293305163,-0.010188444507215,-0.0057212530142857,0.0101094054009412,66.2589,,,-0.0059630549672771,0.0099970970639011,,0.2279999876022338,0.0,-0.0060068831839639,-0.0015092414,,-0.0007194213014255,,,,,97.2300033569336,0.0584774860277244,,2.4285714285714284,3030700.0,-0.0430601209698383,0,,,,,-0.04,0.0375883807713146,45.09068095127456,0.0005633058895955,,
9.648659816955295,1.0007963967,0.0042228252102046,18.285847761770405,0.0,,10.407763998294094,,0.0051433604015067,2.0,0.9848066434,0.9985344083,0.9666819170090146,0.0059583778676039,0.014423925,15.244828727831434,0.9939406713,0.0345696398660179,1.787999987602234,19.186985751352022,0.9507622324,0,12.31999969482422,0.0102155882267914,-0.0202381958842681,-0.0137277648999999,0.0231024947641939,66.4452,,,-0.0163467498419278,-0.0008145584350238,,0.229000015258789,0.0,-0.0109594847208155,-0.0034374792,,-0.0013339893020933,,,,,97.31999969482422,0.0579139044569895,,2.4285714285714284,843174.0,-0.0330813390862723,0,,,,,-0.0299999999999998,0.0353921033310729,38.07193250344839,-0.0060068831839639,,
9.648659816955295,1.0171047505,0.0091201316963685,18.30482324950105,0.0,,10.604835063537836,,0.0042002640284584,1.98,1.0030138014,0.9986553709142856,0.9896659039739384,0.005924220207618,-0.0001345022000001,15.244828727831434,0.9851248473,0.0274527172622811,1.809000015258789,19.19249247242133,0.9754783471,0,12.100000381469728,0.0100323035304657,0.0008449073324969,0.0043584304857144,0.0003017924955958,66.3012,,,0.0012750600235873,-0.0029667078825673,,0.2559999656677245,0.0,0.0184880535910487,-0.0016436545,,0.0025677896305746,,,,,97.61000061035156,0.0580134501966445,,2.4285714285714284,54867.0,-0.0293175918727683,0,,,,,-0.01,0.0344168435438228,50.60558376588432,-0.0109594847208155,,
9.648659816955295,1.009346375,0.0091335813009566,18.36347295124624,0.0,,10.554848518818329,,0.0023045124778114,1.98,1.0018271387,0.9985668919857142,0.9902737738073016,0.0054069577821962,0.0009141486999999,15.244828727831434,1.0019319803,0.0148154412339637,1.8359999656677248,19.201033989127648,0.9869846276,0,12.100000381469728,0.0093515057490167,-0.0006178409575343,0.0032602467142857,0.0003747204436816,65.904,,,0.0061341849397591,0.0002788238710775,,0.2559999656677245,17.0,-0.001183097080363,-0.0025787269000001,,0.0025677896305746,,,,,97.61000061035156,0.0561602268215914,,2.4285714285714284,1544697.0,-0.0322978520959245,0,,,,,-0.01,0.0325447780406242,45.33618402548329,0.0184880535910487,,
9.648659816955295,1.0135798938,0.0109334098570368,18.37923269933697,0.0,,10.601317367064883,,0.0042228252102046,1.98,0.9859407485,0.9963166618428572,0.9897928243220844,0.0054008443292034,0.0125941171,15.244828727831434,1.0008520477,0.0065419386609315,1.8359999656677248,19.209379039380362,0.9794907846,0,12.100000381469728,0.0098183364594796,-0.0157249986491486,-0.0103759133428571,0.0003888392184358,66.5437,,,0.0011516017967594,-0.0007522912261354,,0.2559999656677245,0.0,-0.0158574165006296,0.0012447241,,0.0025677896305746,,,,,97.61000061035156,0.063709470274097,,2.4285714285714284,-227453.0,-0.0218592167077265,0,,,,,-0.01,0.0361230069861263,36.39172872378014,-0.001183097080363,,
9.645713735823012,0.9999759646,0.0113465757017806,18.382959530786827,0.0,,10.579236486523138,,0.0091201316963685,1.98,0.9916333439,0.9949539165714286,0.989267605646994,0.0051433604015067,0.0090541929999998,15.244828727831434,0.9859407485,0.0116330224986497,1.8359999656677248,19.216725190785123,0.9800976509,21,12.100000381469728,0.010280539314575,-0.0095280446882978,-0.0033205726714286,0.000451855038431,66.0469,,,-0.0113462621193399,-0.0005189204999622,,0.2559999656677245,0.0,0.0057737702885904,-0.0001156633000001,,0.0026707975378097,,,,,97.61000061035156,0.0628363521191938,,2.4285714285714284,1357001.0,-0.0308072485226638,0,,,,,-0.01,0.0361012916538952,42.95180472813044,-0.0158574165006296,,
9.645713735823012,1.0016114316,0.0118427739568928,18.391071216624326,18.389939737789476,,10.541243876134518,,0.0091335813009566,1.97,0.9991829307,0.9945891170714286,0.9896069853183322,0.0042002640284584,0.002235433,15.244828727831434,0.9914029944,0.0172371659591242,1.8359999656677248,19.22049508689751,0.9819598487,0,12.850000381469728,0.0099199790271237,-0.0025491697973096,0.0045938136285713,0.0004730356545439,65.6962,,,-0.0026393854766513,0.0005633058895955,0.1532058223033999,0.2390000534057617,0.0,0.007613284533483,-0.0012231462999998,,0.0016431758057071,,,,,97.52999877929688,0.0282836876723737,,2.4285714285714284,1037072.0,-0.0296326274991727,0,,,,,-0.02,0.0156795870139795,51.9499287840121,0.0057737702885904,,
9.645713735823012,1.005249423,0.0116641515632848,18.408864617684962,18.386724672811937,,10.255128458371203,,0.0109334098570368,1.97,0.9959756512,0.9946257511142856,0.9892164892033866,0.0023045124778114,0.0046191221,15.237633587676651,0.9975369466,0.0051677595670121,1.7690000534057615,18.841465328022355,0.9908286885,0,12.90999984741211,0.0102997801903509,0.0002575407772369,0.0013499000857143,0.0004837306062625,65.7406,,,0.0101779977298503,-0.0060068831839639,0.1504995340734745,0.2390000534057617,0.0,-0.0032099022125539,-0.0010202529,,0.0030854202612951,,,,,97.52999877929688,0.0286400918243985,,0.0,1788655.0,-0.007822345375489,0,-0.0032099022236141,,,,-0.0399999999999998,0.0158571501470805,43.30045226971903,0.007613284533483,,
9.645713735823012,0.99761192,0.0109161841037748,18.42099629416116,18.406033626822754,,10.438504881119217,,0.0113465757017806,1.98,0.9909974095,0.9955101462714284,0.99010467790001,0.0042228252102046,0.0074112547999999,15.237633587676651,0.9954937564,0.0130675772467798,1.7690000534057615,16.554600999543588,0.9780474743,16,12.979999542236328,0.0094230812509227,0.0062862757288342,-0.0045127367714284,0.0004722408490672,65.777,,,-0.0006412999360215,-0.0109594847208155,0.1627756047353143,0.2300000095367431,0.0,-0.0049983568313159,-0.0024699537,,0.0038019189040512,,,,,97.69000244140624,0.0312031107582562,,0.0,379206.0,-0.010056407385334,0,0.0194965777239659,,,,-0.02,0.0194152621589423,41.013362180113525,-0.0032099022125539,,
9.645713735823012,1.0067546332,0.0087793867512232,18.423492297828016,18.421755846085762,,10.46619218398109,,0.0118427739568928,1.98,1.0000832477,0.995091495742857,0.9901883225565634,0.0091201316963685,0.0028868088,15.237633587676651,0.9909974095,0.0216120308481395,1.7400000095367432,16.562285162081924,0.9784694177,26,14.5600004196167,0.0093590260807963,-0.0029217481313913,0.0049917519571428,0.0004526513626402,66.0199,,,0.0009010532229261,0.0184880535910487,0.1523191472228681,0.1909999942779541,0.0,0.0091683773468025,0.0001766999999999,,0.0024587425701141,,,,,97.8499984741211,0.0260102878322058,,0.0,1558664.0,-0.004242758803762,0,0.0158464637914894,,,,0.0,0.0157332127414597,48.77192845853801,-0.0049983568313159,,
